"","x1","x2"
"1",0.214328630869777,0.451733591832052
"2",0.384569457284009,-0.319540815114881
"3",0.186142767776526,-0.464059123393231
"4",0.0628166949063636,-0.496038368315437
"5",0.0871645253547466,-0.492343727003485
"6",-0.403751494103186,0.294931739576203
"7",-0.478538527449388,-0.144916795943643
"8",-0.37614273127073,-0.329418648094178
"9",0.380122717526971,-0.324817979212836
"10",0.124990590942808,-0.484125347586519
"11",-0.44813923099824,-0.221745867245155
"12",-0.486176377829424,-0.11675842428134
"13",0.0474678413727062,-0.497741704135203
"14",-0.393303900611536,-0.308726483742083
"15",0.314177299986336,0.388963525505022
"16",-0.462557904394799,0.189842527063594
"17",0.486903751666601,0.11368701162837
"18",0.486233547626675,0.116520114840218
"19",0.0124930214952734,0.499843900046723
"20",-0.309288156056758,0.392862363332263
"21",-0.201144710038463,-0.457756273166783
"22",0.29736925593319,-0.40195960695789
"23",0.367946189442205,0.338549260337342
"24",-0.358408144268051,-0.348631040101612
"25",0.460031238337793,-0.195885833467856
"26",0.49057813236129,0.0966079502365548
"27",0.440701165929856,-0.236183154242773
"28",-0.417453507528598,0.275195510595777
"29",-0.276061121393336,-0.416881586610699
"30",-0.414960273086717,0.27894080332536
"31",-0.499998556144196,-0.00120160464364555
"32",0.0420605896838088,0.498227765982036
"33",0.0695980148243057,-0.495132423026927
"34",0.129193365886358,-0.483020780309661
"35",0.285308228184886,-0.410608347370095
"36",0.331449331154344,-0.374354565722575
"37",-0.498623580564806,-0.0370745856987265
"38",-0.431995825386038,0.251753067208794
"39",0.405564867937124,-0.292433134058272
"40",0.496425243201878,-0.0596823081989677
"41",0.49986644257272,-0.0115559330948787
"42",0.437949131070244,-0.241247919358527
"43",0.157669620894509,-0.474489505307527
"44",0.375613763892863,0.330021666522422
"45",-0.460885543380957,-0.193867263617249
"46",0.421229047577115,0.269380937479392
"47",-0.231298369941556,-0.443284405390466
"48",0.326159440527898,-0.378972320037399
"49",0.150519271144743,-0.476805986764067
"50",0.487881750916644,0.109413879935364
"51",-0.213702293004114,-0.452030231250946
"52",0.0695078697856951,0.495145085846416
"53",-0.180972240371596,0.466099826448032
"54",-0.464620640093154,-0.184736733757605
"55",-0.231308069981214,-0.443279343937394
"56",-0.438929313245838,-0.239459929786879
"57",-0.146084691859691,-0.478183294150119
"58",0.445913460704356,-0.226188385118831
"59",-0.311135440746436,-0.39140099324289
"60",-0.152794742116105,-0.476081680787733
"61",0.472464795944784,0.163636843628975
"62",0.401174535939695,-0.298427531762018
"63",-0.317297511098656,-0.386422423586673
"64",-0.26350465428299,-0.42492975557285
"65",-0.148646287570309,0.477393214438124
"66",-0.408564981352887,0.288226744095886
"67",0.132144604319073,-0.48222173691089
"68",-0.309954129627655,-0.392337147778238
"69",0.0169198259457177,-0.499713637486477
"70",0.472067175934581,0.164780403583524
"71",0.490572058038545,0.0966387907200114
"72",0.171623164683211,0.469622709570267
"73",0.485953494139561,0.117682630551632
"74",0.493059664366,-0.0830190783813445
"75",0.499071682435632,-0.0304541588435468
"76",0.486979963960529,0.113360110713609
"77",0.049896347536728,0.497504125111033
"78",-0.37034572035694,-0.335922680706884
"79",0.0700655693628721,-0.495066476334095
"80",0.0743856878036387,0.494435809231067
"81",-0.0529265728680791,0.497190886767286
"82",0.2012287837884,-0.457719320736018
"83",0.213226430409863,-0.452254894251757
"84",-0.391756450245072,0.310687759159225
"85",0.410421289356066,0.285577249169649
"86",0.373426047618355,-0.332495093136927
"87",0.368032244057244,-0.33845570956063
"88",-0.231341739114959,-0.443261773383704
"89",0.234613986471715,0.441538534390657
"90",-0.176014422457853,0.467994575916034
"91",0.286340750915173,-0.409888978096917
"92",0.0694019187141216,-0.495159947571286
"93",-0.26284146330654,0.425340293373291
"94",-0.49860045339439,0.0373843265942985
"95",-0.336014939592962,0.370262015835189
"96",-0.475552990670733,-0.154432357568358
"97",0.49982825371739,0.0131040751609539
"98",-0.499177606495021,-0.0286656096028405
"99",-0.104552119508561,0.4889466783876
"100",-0.296583341254849,0.402539838637258
